source,target
however there are some problems that i hope to solve.,however there are some problems that i hope to solve.
first of all the only suitable time for me to go is july.,first of all the only suitable time for me to go is july.
there is also one thing that i would like to ask you about.,there is also one thing that i would like to ask you about.
the question is: do i need some extra money and what kind of clothes should i take for this trip?,the question is: do i need some extra money and what kind of clothes should i take for this trip?
yours sincerely,yours sincerely
anna nowak,anna nowak
it all comes from my parents.,it all comes from my parents.
another situation is when you have to buy somebody a present.,another situation is when you have to buy somebody a present.
"first of all, the advertisement for the show announced mr. danny brook as the principal actor.","first of all, the advertisement for the show announced mr. danny brook as the principal actor."
"therefore, the theatre or the company is lying.","therefore, the theatre or the company is lying."
he stayed looking at me and laughing.,he stayed looking at me and laughing.
it was incredible.,it was incredible.
i am looking forward to hearing from you,i am looking forward to hearing from you
yours faithfully,yours faithfully
13th june 2000,13th june 2000
dear ms helen ryan,dear ms helen ryan
competition organiser,competition organiser
i am therefore writing to give you my further information.,i am therefore writing to give you my further information.
"first of all, i am a student and would like to travel in july.","first of all, i am a student and would like to travel in july."
so i can afford to go on holiday only in july.,so i can afford to go on holiday only in july.
the next consideration is the activities.,the next consideration is the activities.
